nohup: ignoring input
/home/skyvision/.local/lib/python3.10/site-packages/torch/nn/modules/rnn.py:123: UserWarning: dropout option adds dropout after all but last recurrent layer, so non-zero dropout expects num_layers greater than 1, but got dropout=0.5 and num_layers=1
  warnings.warn(
/home/skyvision/.local/lib/python3.10/site-packages/torchvision/models/_utils.py:208: UserWarning: The parameter 'pretrained' is deprecated since 0.13 and may be removed in the future, please use 'weights' instead.
  warnings.warn(
/home/skyvision/.local/lib/python3.10/site-packages/torchvision/models/_utils.py:223: UserWarning: Arguments other than a weight enum or `None` for 'weights' are deprecated since 0.13 and may be removed in the future. The current behavior is equivalent to passing `weights=Inception_V3_Weights.IMAGENET1K_V1`. You can also use `weights=Inception_V3_Weights.DEFAULT` to get the most up-to-date weights.
  warnings.warn(msg)
Using device: cuda:0
Visible GPU IDs for training: [0]
Using Automatic Mixed Precision (AMP)
Train dataset size: 8855 | Batches: 368
Validation dataset size: 2933 | Batches: 123
Variant settings: variant=attenx_mhsa, attention_mode=multihead, spectral_norm=on, mhsa_heads=4
Resumed from checkpoint epoch 3
Resumed best_val_loss: 4.3094
Step [1105] | D_Loss: 0.9878 | G_Loss: 4.7289 | G_GAN: 4.7065 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0112 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6728] | D_Loss: 0.1160 | G_Loss: 9.5499 | G_GAN: 9.5068 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0215 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6729] | D_Loss: 0.4502 | G_Loss: 21.6466 | G_GAN: 21.6040 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0213 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6730] | D_Loss: 0.2787 | G_Loss: 24.0233 | G_GAN: 23.9772 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0231 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6731] | D_Loss: 0.2923 | G_Loss: 11.5009 | G_GAN: 11.4568 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0220 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6732] | D_Loss: 0.2779 | G_Loss: 14.7969 | G_GAN: 14.7501 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0234 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6733] | D_Loss: 0.2162 | G_Loss: 22.0916 | G_GAN: 22.0447 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0234 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6734] | D_Loss: 0.1684 | G_Loss: 20.1390 | G_GAN: 20.0949 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0220 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6735] | D_Loss: 0.1995 | G_Loss: 15.8892 | G_GAN: 15.8396 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0248 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6736] | D_Loss: 0.2960 | G_Loss: 8.0199 | G_GAN: 7.9767 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0216 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6737] | D_Loss: 0.3797 | G_Loss: 18.1585 | G_GAN: 18.1114 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0236 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6738] | D_Loss: 0.7277 | G_Loss: 12.0321 | G_GAN: 11.9906 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0208 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6739] | D_Loss: 0.4882 | G_Loss: 13.4954 | G_GAN: 13.4511 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0222 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6740] | D_Loss: 0.1965 | G_Loss: 14.2911 | G_GAN: 14.2473 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0219 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6741] | D_Loss: 0.0897 | G_Loss: 14.1667 | G_GAN: 14.1186 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0240 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6742] | D_Loss: 0.1665 | G_Loss: 15.8414 | G_GAN: 15.7973 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0221 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6743] | D_Loss: 0.2194 | G_Loss: 11.3851 | G_GAN: 11.3437 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0207 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6744] | D_Loss: 0.1004 | G_Loss: 13.3140 | G_GAN: 13.2703 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0218 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6745] | D_Loss: 0.1639 | G_Loss: 10.7167 | G_GAN: 10.6744 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0212 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6746] | D_Loss: 0.1977 | G_Loss: 15.9366 | G_GAN: 15.8873 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0247 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6747] | D_Loss: 0.1487 | G_Loss: 17.0200 | G_GAN: 16.9772 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0214 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6748] | D_Loss: 0.0310 | G_Loss: 17.8047 | G_GAN: 17.7624 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0212 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
  WARNING: D_Loss is very low; discriminator may be overpowering generator.
Step [6749] | D_Loss: 0.2062 | G_Loss: 12.8632 | G_GAN: 12.8162 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0235 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6750] | D_Loss: 0.3090 | G_Loss: 7.2986 | G_GAN: 7.2607 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0189 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6751] | D_Loss: 0.8557 | G_Loss: 21.6899 | G_GAN: 21.6443 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0228 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6752] | D_Loss: 0.5890 | G_Loss: 14.2415 | G_GAN: 14.2017 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0199 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6753] | D_Loss: 0.1593 | G_Loss: 10.5588 | G_GAN: 10.5085 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0251 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6754] | D_Loss: 0.8316 | G_Loss: 18.1113 | G_GAN: 18.0662 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0225 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6755] | D_Loss: 1.6464 | G_Loss: 16.6222 | G_GAN: 16.5737 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0242 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6756] | D_Loss: 0.1625 | G_Loss: 13.3533 | G_GAN: 13.3071 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0231 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6757] | D_Loss: 0.2303 | G_Loss: 11.6750 | G_GAN: 11.6303 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0224 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6758] | D_Loss: 0.2523 | G_Loss: 9.9020 | G_GAN: 9.8525 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0247 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6759] | D_Loss: 0.1368 | G_Loss: 11.5493 | G_GAN: 11.5013 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0240 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6760] | D_Loss: 0.1395 | G_Loss: 13.2876 | G_GAN: 13.2428 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0224 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6761] | D_Loss: 0.1420 | G_Loss: 9.0873 | G_GAN: 9.0429 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0222 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6762] | D_Loss: 0.3026 | G_Loss: 9.7991 | G_GAN: 9.7547 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0222 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6763] | D_Loss: 0.3439 | G_Loss: 14.3711 | G_GAN: 14.3249 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0231 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6764] | D_Loss: 0.1443 | G_Loss: 15.4021 | G_GAN: 15.3555 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0233 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6765] | D_Loss: 0.1807 | G_Loss: 11.1629 | G_GAN: 11.1177 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0226 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6766] | D_Loss: 0.2129 | G_Loss: 13.4649 | G_GAN: 13.4199 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0225 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6767] | D_Loss: 0.1992 | G_Loss: 10.7444 | G_GAN: 10.7007 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0219 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6768] | D_Loss: 0.4076 | G_Loss: 12.8839 | G_GAN: 12.8376 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0231 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6769] | D_Loss: 0.3463 | G_Loss: 14.8918 | G_GAN: 14.8473 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0223 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6770] | D_Loss: 0.1613 | G_Loss: 14.2172 | G_GAN: 14.1717 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0227 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6771] | D_Loss: 0.1512 | G_Loss: 11.0546 | G_GAN: 11.0089 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0228 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6772] | D_Loss: 0.2037 | G_Loss: 14.1560 | G_GAN: 14.1127 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0217 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6773] | D_Loss: 0.3769 | G_Loss: 11.1206 | G_GAN: 11.0746 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0230 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6774] | D_Loss: 0.1351 | G_Loss: 13.4492 | G_GAN: 13.4032 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0230 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6775] | D_Loss: 0.2481 | G_Loss: 19.1723 | G_GAN: 19.1228 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0248 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6776] | D_Loss: 0.2670 | G_Loss: 15.4857 | G_GAN: 15.4400 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0228 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6777] | D_Loss: 0.5127 | G_Loss: 17.5316 | G_GAN: 17.4827 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0245 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6778] | D_Loss: 0.1106 | G_Loss: 15.4717 | G_GAN: 15.4262 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0227 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6779] | D_Loss: 0.3839 | G_Loss: 13.0693 | G_GAN: 13.0262 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0215 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6780] | D_Loss: 0.1513 | G_Loss: 14.4865 | G_GAN: 14.4444 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0210 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6781] | D_Loss: 0.1469 | G_Loss: 14.6589 | G_GAN: 14.6168 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0210 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6782] | D_Loss: 0.1382 | G_Loss: 12.4960 | G_GAN: 12.4486 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0237 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6783] | D_Loss: 0.4224 | G_Loss: 12.3852 | G_GAN: 12.3408 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0222 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6784] | D_Loss: 0.3510 | G_Loss: 18.7310 | G_GAN: 18.6834 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0238 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6785] | D_Loss: 0.0960 | G_Loss: 13.5561 | G_GAN: 13.5125 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0218 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6786] | D_Loss: 0.2065 | G_Loss: 12.2713 | G_GAN: 12.2224 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0244 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6787] | D_Loss: 0.2516 | G_Loss: 15.9683 | G_GAN: 15.9238 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0223 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6788] | D_Loss: 0.4768 | G_Loss: 8.7366 | G_GAN: 8.6895 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0236 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6789] | D_Loss: 0.4454 | G_Loss: 19.6327 | G_GAN: 19.5873 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0227 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6790] | D_Loss: 0.3949 | G_Loss: 16.4032 | G_GAN: 16.3650 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0191 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6791] | D_Loss: 0.4779 | G_Loss: 8.7958 | G_GAN: 8.7481 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0239 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6792] | D_Loss: 0.3839 | G_Loss: 14.0472 | G_GAN: 13.9998 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0237 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6793] | D_Loss: 0.1226 | G_Loss: 13.8415 | G_GAN: 13.7957 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0229 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6794] | D_Loss: 0.2156 | G_Loss: 19.9927 | G_GAN: 19.9473 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0227 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6795] | D_Loss: 0.1795 | G_Loss: 14.7980 | G_GAN: 14.7530 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0225 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6796] | D_Loss: 0.1947 | G_Loss: 11.1968 | G_GAN: 11.1545 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0212 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6797] | D_Loss: 0.1200 | G_Loss: 15.8839 | G_GAN: 15.8392 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0224 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6798] | D_Loss: 0.1401 | G_Loss: 14.8719 | G_GAN: 14.8276 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0221 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6799] | D_Loss: 0.1668 | G_Loss: 14.5063 | G_GAN: 14.4610 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0226 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6800] | D_Loss: 0.2262 | G_Loss: 7.8565 | G_GAN: 7.8109 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0228 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6801] | D_Loss: 0.3316 | G_Loss: 13.0872 | G_GAN: 13.0393 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0240 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6802] | D_Loss: 0.1979 | G_Loss: 20.1212 | G_GAN: 20.0718 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0247 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6803] | D_Loss: 0.0423 | G_Loss: 21.9583 | G_GAN: 21.9132 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0226 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
  WARNING: D_Loss is very low; discriminator may be overpowering generator.
Step [6804] | D_Loss: 0.5317 | G_Loss: 11.4207 | G_GAN: 11.3737 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0235 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6805] | D_Loss: 0.2120 | G_Loss: 7.9871 | G_GAN: 7.9437 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0217 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6806] | D_Loss: 0.6280 | G_Loss: 19.9836 | G_GAN: 19.9416 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0210 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6807] | D_Loss: 0.7437 | G_Loss: 17.5608 | G_GAN: 17.5198 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0205 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6808] | D_Loss: 0.1282 | G_Loss: 18.8262 | G_GAN: 18.7819 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0222 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6809] | D_Loss: 0.7097 | G_Loss: 7.7477 | G_GAN: 7.7037 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0220 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6810] | D_Loss: 0.2776 | G_Loss: 9.7017 | G_GAN: 9.6557 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0230 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6811] | D_Loss: 0.2237 | G_Loss: 15.9338 | G_GAN: 15.8907 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0215 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6812] | D_Loss: 0.0939 | G_Loss: 16.7385 | G_GAN: 16.6912 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0237 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6813] | D_Loss: 0.2992 | G_Loss: 10.7595 | G_GAN: 10.7164 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0215 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6814] | D_Loss: 0.2000 | G_Loss: 12.0017 | G_GAN: 11.9528 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0244 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6815] | D_Loss: 0.2354 | G_Loss: 16.0216 | G_GAN: 15.9757 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0230 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6816] | D_Loss: 0.0944 | G_Loss: 14.9041 | G_GAN: 14.8595 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0223 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6817] | D_Loss: 0.1862 | G_Loss: 18.4604 | G_GAN: 18.4194 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0205 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6818] | D_Loss: 0.0791 | G_Loss: 15.8476 | G_GAN: 15.8048 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0214 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6819] | D_Loss: 0.3855 | G_Loss: 14.7172 | G_GAN: 14.6698 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0237 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6820] | D_Loss: 0.1758 | G_Loss: 9.0855 | G_GAN: 9.0368 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0243 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6821] | D_Loss: 0.6918 | G_Loss: 17.6201 | G_GAN: 17.5746 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0228 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6822] | D_Loss: 0.4874 | G_Loss: 16.3959 | G_GAN: 16.3522 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0218 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6823] | D_Loss: 0.1162 | G_Loss: 16.8163 | G_GAN: 16.7741 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0211 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6824] | D_Loss: 0.1490 | G_Loss: 13.8050 | G_GAN: 13.7657 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0196 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6825] | D_Loss: 0.1808 | G_Loss: 11.7700 | G_GAN: 11.7264 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0218 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6826] | D_Loss: 0.1317 | G_Loss: 7.2180 | G_GAN: 7.1730 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0225 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6827] | D_Loss: 0.2258 | G_Loss: 12.9766 | G_GAN: 12.9336 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0215 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [6828] | D_Loss: 0.2955 | G_Loss: 18.8980 | G_GAN: 18.8565 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0207 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
